,Name,Overall_Rating,Food_Rating,Service_Rating,Ambience_Rating,Dined_Date,Reviews
386,Briac,5,4,5,5,45130,"I took my sister here for her birthday. She loved it and it was very cute with great service. I have had better Italian food before, but it sure is up there and the service is over the top."
387,JohnD,5,5,5,5,45130,"This is our go-to restaurant in Bellevue. We never have been disappointed. The food, service, and ambiance are top shelf. As I am hard of hearing, it can get a bit loud."
388,OpenTable Diner,5,5,5,5,45130,Amazing food and service. The gnocchi melts in your mouth.
389,LaurenE,5,5,5,5,45129,It was incredible. The food and the service were great.  It was just an overall wonderful experience.!
390,miki,5,5,5,5,45129,Another great Carmine’s experience! Will continue to come back.
391,OpenTable Diner,5,5,5,5,45128,Very accommodating staff.  Beautiful environment with great food.
392,JWo888,5,5,5,5,45127,"Carmine’s is one of my favorite restaurants in Bellevue, because of the delicious food and excellent service.  I met a friend who I had not seen in over 20 years here for lunch.  We enjoyed the nice weather by dining in the patio area and enjoyed the Portofino Salad, Insalata di Mista and Cioppino. Food and service was exceptional !"
393,OpenTable Diner,5,5,5,5,45127,This place is hard to book because it’s so good and too many people know it!  But it’s worth the effort to plan ahead. Great food. A must visit when in the Bellevue area.
394,Parker,5,5,5,5,45126,"No one in my party had dined here prior including myself. What a great find this was. Our service was fantastic, food delicious and so many fresh specials they nearly needed their own menu. We will be returning as a group as well as many of us individually."
395,OpenTable Diner,5,3,5,5,45126,Always good my 87 Y/O Mother’s favorite lunch spot. Service was great but food wasn’t as yummy as usual. Freshness lacking
396,Itwasgood,5,5,5,5,45125,We had a great meal and great service.  I would highly recommend this spot
397,OpenTable Diner,2,2,3,2,45123,This restaurant was on my list for long but hard to find last minute reservations as it’s always busy. But honestly it’s overhyped and overpriced. Service is great and some of the dishes are wonderful but some are not even seasoned well. Portions could be better for the price paid! Have had better Italian food and would not go back here for this price. Btw their sister restaurant in Seattle is definitely better!
398,PNWwifey,5,5,5,5,45123,It was our first experience at Carmine’s for my husband and I.  The food was amazing.
399,michaelm,5,5,5,3,45122,"GREAT food !!!
very nice service..... but busy  (a  bit too busy )

great place to eat , a bit loud and very ""booked""  / busy
makes the service a little slow , but still VERY friendly and professional"
400,Goldy,5,4,5,5,45122,"They did a really great job with this new restaurant! It feels like a special place to be. The indoor/outdoor flow is really nice. It is very open and airy inside. The service here is very good. Lots of attention to detail. The food is solid. I wouldn't say it's outstanding, but for the volume that they are doing, it is really good. I've eaten good things here before, but this time I didn't like what I ordered at all. A filet mignon salad. It was the special and it had both blue cheese and radicchio in it, making it super bitter and almost inedible. My daughter and mother-in-law liked their halibut and cannelloni very much. Overall, really nice restaurant to celebrate or just have a nice meal."
401,OpenTable Diner,5,5,5,5,45120,"Wonderful food, wine, and cocktails. We were there to celebrate our anniversary and the Carmine’s team did not disappoint - excellent ambience, a little happy anniversary card, and tiramisu on the house which was some of the best I’ve ever had. Would 1000% recommend. Definitely going back."
402,BobbiC,5,5,5,5,45119,"Alberto was our waiter. He was delightful.
The restaurant is always accommodating.
Always great specials besides the menu items.
Lunch crowd was a bit loud which made it slightly hard to hear my guest across the table.
But I love the decor and ambiance of the restaurant."
403,AkshayM,5,5,5,5,45119,"Great food , our server (Massimo) was very helpful and took care of our needs very well. We had a pizza with sausage and gorgonzola cheese and a fettuccine with pesto and shrimp and it was divine , the portions were very good for the cost . Loved it ! Would recommend!"
404,OpenTable Diner,5,5,5,5,45119,"The best day in / day out fine dining restaurant in Bellevue.

A credit to the history of Carmines"
405,LisaO,5,5,5,5,45118,"Exceptionally delicious meal.  Perfect cocktails.  Excellent wine.  Wonderful service.  Perfect place for a special occasion, romantic dinner, or to gather with friends."
406,MidoriS,5,5,5,5,45118,Always a great dinner with great service!  Our go to place for any occasion!
407,Flosser,5,5,5,5,45118,"Carmine's does not disappoint.  Whether you are there for a special occasion or dinner with friends, your dinner is exceptional."
408,OpenTable Diner,1,1,2,1,45118,"My recent anniversary celebration at Carmine’s was a disappointing experience.
First and foremost, despite making an reservation and mentioning our anniversary, we were assigned a table that was located right next to the corner of a busy street during the rush hour. The noise from passing cars, pedestrians, and the smell of gas made it impossible to enjoy my meal. When I requested a different table, the host said all tables are reserved and this table has more privacy. Seriously???? There were plenty of empty tables throughout our entire dinner, which made the seating situation even more frustrating.
The quality of the food was underwhelming. It appeared as though I was served leftovers rather than freshly prepared dishes. The bread was hard and dry. A lot of online reviews had praised complimentary anniversary or birthday dessert, but we left without any such dessert. Honestly, based on my experience, I can’t recommend this overrated & overpriced restaurant to anyone."
409,JenniferE,5,5,5,5,45115,"Loved the food, atmosphere and service.  Great experience!  Thank you!"
410,JayLeeC,5,5,5,5,45114,"Always a delightful experience. The service, food, and atmosphere are top-notch. We ordered the Harrelson steak and crab cakes and I'm dreaming of the next time I can go back and order again! The new bread pudding is not to be missed, we licked the plate clean. Such a special place to eat for any occasion."
411,LauraB,5,5,4,4,45114,Pricy but AMAZING!! We really enjoyed this place & highly recommend for special occasions.
412,Nino,5,5,5,5,45114,Wonderful place to spend time with friends and family❤️❤️❤️❤️❤️❤️❤️
413,OpenTable Diner,5,5,5,5,45113,"Celebrated our Anniversary. Glad we came here, best experience we’ve had."
414,ShellyL,5,5,5,5,45106,Excellent service and fantastic food.  Service in the bar area always above and beyond.
415,Yotedigo,5,5,5,5,45105,The service and food was excellent. The level of noise inside was high and I asked to move our party outside. One more remark: my Italian friend found 6/7 spelling mistakes in the menu. At this level of restaurant we expect a error free menu! Absolutely recommended!
416,GoodDiningPdx,4,5,5,4,45105,Gear staff and food. Loud environment for meaningful conversation
417,PhillipL,5,5,3,5,45101,"Love the ambience! ￼
Out of town guests thought the food was amazing!!  Favorite Italian place in seattle!"
418,MichaelH,5,5,5,5,45101,"We had antipasto assortito and crabcakes for appetizers, both were delicate yet tasty and wonderful. My wife had gamberoni proviciale (sauteed prawns) as her main dish and I had the Australian ""Tomahawk"" Wagyu steak. The prawns were excellent and the steak was a unique experience of texture and taste, the beef version of premium ""toro tuna"". I appreciate the staff and chef's talent to deliver this experience.

Service by Paulo was exceptional. He knew the menu, made excellent suggestions including a nicely paired wine, and arranged the timing and plating of dishes perfectly. Other staff were also attentive but not intrusive, keeping my ice water glass full and the meal appropriately flowing.

This was truly a special dinner and very close to a ""perfect dining experience"". Thank you, Carmine's!"
419,EricP,5,5,5,5,45099,fabulous dinner - but you pay for it!  Very strongly recommended
420,foodluver,5,4,5,5,45092,"We celebrated our anniversary at Carmine's this year! The service was wonderful, all the staff were so diligent. The food was amazing and dessert was even better!"
421,JulieR,5,5,5,5,45092,"food is great service is terrific and friendly also] you eat at the bar but a reservation
helps a lot"
422,RahulG,5,5,4,5,45091,Fantastic place for work lunches and family dinners!
423,Critic,2,2,4,2,45091,"At a place like this, I feel like they should be able to cook your salmon the way you ask them to. I asked for medium rare, toward rare, and got well done. My pasta was stuck together. I do a better job at home. We waited at least 45 minutes for our food. Maybe don't overcook it and then it can come out sooner?
The restaurant was so loud that I had to shout to be heard by the person next to me. 
The server was friendly and helpful."
424,JohnH,3,5,5,2,45091,"Service was fantastic, food was good, but way too loud for conversation. Giant echo chamber and you have to shout to be heard across the table. Appropriate for a bar maybe, but not a restaurant. They need to add some noise absorbing panels to reduce the noise to a manageable level."
425,SandyG,5,5,5,5,45091,"What a wonderful spot for dinner, whether sitting inside or outside!
Our waiter was very friendly and gave us good recommendations for dinner and picked out a great bottle of wine."
426,BradG,5,5,5,5,45090,Went to Carmines to celebrate our 41st Wedding Anniversary and we loved it!
427,Dawg,4,4,4,4,45087,A family go to for us.  Never disappointed.  Thankful for Carmines.
428,ChristyH,5,5,5,5,45086,Wonderful experience for us. Will definitely come back!
429,MarthaK,5,5,5,5,45086,"My friend and I always come to Carmine's for lunch.  We were both celebrating our birthdays.  We received a wonderful birthday dessert, after a fantastic lunch!  PLEASE keep the steak risotto on the menu - it just melts in your mouth!  Our server was wonderful too.  Thank you for a wonderful day at Carmine's."
430,DG123,5,5,5,5,45081,"Carmine's reliably provides a combination of outstanding food, service and ambiance. We had a terrific meal."
431,MichaelS,5,5,5,5,45081,"We ate at Carmine’s last Saturday and had a great experience. 
The ambiance felt upscale, inviting and comfortable. Our waiter, Paulo M, did a wonderful job of ensuring a  positive experience. He is very professional with high-level guest service skills. We started by sharing a traditional antipasto with their delicious Italian bread. My main course was Cioppino which was loaded with a variety of seafood, a fresh tasting tomato based broth and crostini. My partner had the Scalloppine de Vitello and was very happy with his selection. We plan to save room for dessert next time and would love to see more non-American wines offered by the glass."
432,DaleS,5,5,5,5,45080,"A birthday celebration , Carmine’s never disappoints!  

Especially delicious this time was the copper River salmon and lobster risotto. 

Service is attentive while still being respectful. 

A gem of a place for special celebrations."
433,Friends,5,5,5,5,45078,"Best authentic Italian Restaurant, great atmosphere, superb service. Always an amazing experience overall!
AH"
434,KennethT,4,4,5,4,45078,"Our overall experience at Carmine's in Bellevue was very good.  It's one of the best restaurants in Bellevue and that's why we continue to return.  When we're in the mood for a good meal, outstanding service and a terrific venue we book a reservation at Carmine's."
435,JimD,5,5,5,5,45073,"Our waiter was fabulous the food was excellent, thoroughly enjoyed our meal &  would highly recommend. The wine list is quite extensive too!"
436,Kirklandresident,4,4,3,3,45071,"A lovely restaurant with lovely food.
Wasn't made to feel overly welcome on arrival however our waiter was fantastic and made up for the negative arrival experience.
Good food and wine list.
Would probably not go back as price did not match service or ambiance."
437,DoriR,5,5,5,5,45070,Incredible meal with amazing service!  A night to remember!
438,KimberlyS,5,5,5,5,45069,"We had an incredible dining experience at Carmine's. The service, the food, the aesthetics were all superb. We would definitely go back the next time we are in town."
439,BrianL,5,5,5,4,45066,"Outstanding food quality. Exquisite taste from appetizers to main entrees. Much attention to detail on presentation. Our favorite restaurant on the Eastside. It will be your go to restaurant too after you dine there. Also, unique cocktails. Five stars *****!"
440,LisaP,5,5,5,5,45065,"Carmine's exceeded our expectations, again! Our office is always excited when they find out we're going there. All food was excellent, service knowledgeable and expert but unobtrusive, and the beautiful decor is clear evidence that they are at the top of their game. Already can't wait for our next visit!"
441,OpenTable Diner,5,5,5,5,45065,I’ve been to Carmine’s many times over the last two years and it never disappoints from food to service. It’s a must in Seattle.
442,OpenTable Diner,5,5,5,5,45065,Great service.   Amazing food.  Yet another wonderful visit.
443,Heather,5,5,5,5,45064,"We sat on the patio last night and enjoyed early summer weather - the food and drinks were excellent, and the wait staff were so pleasant!  Excellent experience!"
444,GoodDiningPdx,5,5,5,4,45063,Great cocktails and chicken dish. Great server and greeters.
445,Andrew,5,5,5,5,45061,Long time customer of Carmine’s. Great service and food as usual. Always a great place to eat.
446,Stoyanov,5,5,5,5,45058,"Great place to have business lunch. The restaurant has consistent food quality, wonderful staff and services as well as good ambience. I have been a regular customer shortly after its opening. Love this place."
447,OpenTable Diner,4,5,5,1,45057,Everything was wonderful but man some sound dampening could sure help. It was aggressively loud
448,OpenTable Diner,5,5,5,5,45056,Parking is some what complicated but food is amazing and great service :)
449,VickiB,5,5,5,5,45052,Everyting was great - The food was excelent - Thank you
450,Maggie,5,5,5,5,45051,The mushroom steak risotto was fabulous..such a gem locally
451,WilliamS,4,5,5,5,45050,Great food and service.  Our indoor table location was too noisy for good conversation.  Wish we had been able to be outside. Will be back on a sunny day.
452,Matt,5,4,5,5,45048,"Food & drinks were good. The waiter was awesome, would definitely go back just for the kind of service they provide."
453,SeattleTraveler,5,5,5,5,45046,Fun. Inviting. Expensive. Hang out for Bellevue's money's crowd and hangers on.
454,OpenTable Diner,5,5,5,5,45045,"Always fine in food, service and ambiance. Now in the good weather the patio is open."
455,CPete,5,5,5,5,45044,"Great dining and service!

Their parking is confusing and complicated."
456,Beth,5,4,5,4,45044,"I had a lovely lunch on a beautiful day with a friend.  Great food, attentive service, lovely setting- all was great."
457,CoralB,5,5,5,5,45043,"My Italian coworker recommended this place. I went with my husband for his birthday, and he said it was possibly the best risotto (his favorite) he's ever had. They also wrote him a Happy Birthday card and brought out a complimentary cake with candle! I also went while pregnant, and their non-alcoholic cocktails were great."
458,LAPB,3,3,5,5,45043,"Halibut was the fish special and lacked flavor. One in our party is strict vegan and she was served plain tasting pasta with tomatoes and pine nuts.  Lacked any flavor.  Strawberry cheesecake was a bust, no real cheesecake flavor.  Old fashioned and Faust Cab were excellent.  Service was good."
459,OpenTable Diner,4,3,5,3,45042,"It was good! Overall good. Nothing fantastic, and nothing awful."
460,Stella,5,5,5,5,45041,"Carmine's is a special restaurant in ""Old Bellevue"".  Pricey, but worth it!  Wonderful food and great service."
461,Yths,3,2,3,3,45039,Food is okay. Avoid the steaks like the plague and get the pizza.
462,OpenTable Diner,5,5,5,5,45039,We have been here once before several months ago and “Kat” our server remembered my wife and I more importantly that we relocated from Chicago. Very impressive on professional server staff.
463,Seattlebip,3,3,2,4,45039,"Food was mixed bag for us.  The pasta dishes we ordered were tasty. The osso bucco was decent but not stellar and the duck was dry and tasteless. 

Service was strange. The support staff were great and our waters were regularly filled.  But our waiter acted oddly. He was affable but he never told us the specials, asked us if we wanted drinks or dessert or starters. It was my husband’s birthday so they brought us a tiramisu but never asked us if we wanted dessert. Our waiter spent more time with the table next to us and he seemed to give them full service vs giving us limited service. Maybe he was trying to get rid of us early? 

Overall a mediocre experience. This is my third time at the restaurant and second so-so food experience and my first bad service experience. A mediocre rating is a fail for an upscale dining experience."
464,OpenTable Diner,5,5,5,5,45037,We love Carmines and save it for special events such as birthdays and anniversary’s. Carmines never disappoints.
465,LuvItalian,5,5,5,3,45037,Awesome dinner and service. Enjoyed our evening completely!
466,Ramiyer,5,5,5,5,45034,Awesome food and experience a bit noisy .. given glass windows
467,MikeR,5,5,5,4,45031,"Terrific food, service and location. Parking can be a challenge as is hearing your companion over the rather loud background. Prices are reasonable given the location, so I rate the value good. My only issue is I think $35 for corkage is too much. $25 is more appropriate in my view."
468,suziedewitt,5,5,5,5,45031,Paulo was our waiter and he was AWESOME!! We (3ladies) were a little loud celebrating the fact that my husband called ahead and paid for dinner. Paola and the other WADE stuff were really great. We had a wonderful evening. The wine was excellent. Food was excellent.!
469,Boppy,5,5,5,5,45031,Our experience was phenomenal!  Our table was beautiful and the presentation was impressive.  Had a wonderful night!
470,DianaR,5,5,5,5,45031,Celebrating a birthday! Paulo was amazing and made our experience incredible
471,TedA,5,5,5,4,45031,"Amazing food, great service. A little loud but that just meant folks were enjoying the evening. We had a great night."
472,OpenTable Diner,5,5,5,4,45030,Always excellent in every way. The noise level in the restaurant is sometimes difficult . We prefer the bar.
473,steven,5,5,5,5,45028,"Have enjoyed the Seattle location for many years but for this
visit we tried Bellevue. The server was terrific. All good."
474,OpenTable Diner,5,5,5,5,45027,Lovely service! Attended for my brothers birthday. They seated us 30 mins earlier than our reservation which was really nice. Service was attentive and timely. Great place for a quiet dinner with great food.
475,AliceC,5,5,5,5,45027,This was our second time for dinner and both were excellent meals and service and beautiful atmosphere.  This is now our go to restaurant for all occasions. Thank you Carmine’s!
476,justin,5,5,5,5,45027,Excellent birthday dinner for my wife.  Food was excellent.
477,MIHS,5,5,5,5,45026,Love this restaurant. Always a great experience and meal for either lunch with friends or a dinner date.
478,iiiiiiiiii,5,5,5,5,45024,Pppppppppppppppppppppppppppppppppppppppppppppppppppp
479,OpenTable Diner,5,5,5,5,45024,Always good. Have dined at both locations and never had a bad meal
480,OpenTable Diner,4,4,3,4,45024,"We felt rushed by the staff person who took our orders.
Some customers were very loud, laughing like no one else was present."
481,Winne2,5,5,5,4,45023,"I am not a local, but Carmine's has become my go-to dinner spot to meet with customers, business partners, and friends on the Eastside.  The calamari fritti were excellent, including the dipping sauces, and the fresh garden salads with a balsamic vinaigrette were a great palate cleanser before the main course.  

This week's halibut special, dredged in crushed pistachios, was exceptional - the preparation was outstanding and the combination of flavors excellent.  Thursday seemed to be date night - as well as martini night - so the scene for a couple of business people was entertaining!"
482,AnjuliM,5,5,5,5,45023,"My husband and I came in for dinner last night and had such a great time! We had the burrata appetizer with arugula with fig balsamic and cherry tomatoes to start, it was so fresh and delicious. We split the Filetto con gnocchi and the risotto with crab, mushrooms and truffle oil (so decadent), but the real star of the meal for us was the steak—it melted in our mouths. Loved the gnocchi and veggies it came with too. Our server, Cat, recommended amazing wine to compliment the food, was so thoughtful about our time constraints with the coursing and knowledgeable about the menu. We felt so pampered on a rare night out without kids, we can’t wait to come back!"
483,SanFran,5,5,5,5,45023,Lovely spot for date night. Fresh Italian food & fantastic service.
484,OpenTable Diner,5,5,5,5,45022,"My girlfriend and I came in for my birthday last night. We were blown away by the charming impeccable service and the delicious food. The ambience was amazing, great energy all around. Everyone around us also seemed to be enjoying themselves. We toasted with an amazing gin based cocktail called A Night in Milano. We had the fillet with gnocchi, pistachio crusted halibut, and the spaghetti with fennel sausage. The finale was red velvet cake (we really appreciated the complementary tiramisu dessert with happy birthday written in chocolate too)! I felt special and spoiled, it was a beautiful birthday to remember. Thank you to everyone at Carmine’s!"
485,JoeS,5,5,5,5,45022,The staff is awesome and the food is remarkable.  The risotto and salmon was to die for.
486,Jill,5,5,5,5,45021,Food is consistently delicious at Carmine's! I had the special- mac & cheese with dungeness crab. This entree must be put on the regular menu...it's so good! The bread here is also so yummy and fresh every time. We love Carmine's.
487,JamesW,4,5,3,4,45021,"Overall dinner experience was quite good.
Hard to carry on a conversation with the noise level in the dining room.
Completely parking a REAL PLUS."
488,BobW,5,5,5,5,45021,"Always love going to Carmine's...whether it be Bellevue or Seattle.  Food, service and ambience are always topnotch.  Keep up the great work!"
489,AnnS,5,5,5,5,45021,"Wonderful as always. I love Carmine’s Bellevue! The outdoor dining area is beautiful, with heat for cold days. The food is excellent. I highly recommend it!"
490,OpenTable Diner,5,4,5,4,45017,"We come here all the time. Carmines is our favorite restaurant in Bellevue!

My experience is as a little off this time around but the owner Philip called me and immediately made things right. Speaks volume of their character and why the restaurant restaurant is ran so well.

I highly recommend dining here. You will not regret it."
491,Keddy,4,4,5,4,45017,"Overall experience was great. Best thing was the food. I’ve been
to a lot of restaurants and i must say this the best steak I’ve had! I had it well done and it was not dry. Full of flavor and just melt in your mouth. My girlfriend and i went for just a Friday night date night and we spent little over $200 for the two of us including tip. Great experience amazing staff will come back for sure!"
492,GerryZ,5,5,5,5,45017,Much enjoyed the restaurant. Service was excellent
493,GregB,5,5,5,5,45014,"Great food, terrific wine list and Paolo was an excellent, informed and attentive host."
494,BillF,4,4,5,3,45014,"Everything was great, except for noise level. 
We had to raise our voices to be heard across a small table."
495,Travelerswife,5,5,5,5,45014,Carmines never disappoints with their overall excellence.
496,JeffK,5,5,5,5,45011,Amazing - best Italian in the whole area.  Service and environment is perfect for special occasions
497,JasonE,5,5,4,3,45010,"Great food, although the acoustics in the restaurant made it too noisy to have a conversation even at our own table of four people"
498,SandyR,5,5,5,5,45009,Great place for special lunch.  Arrive early for best seating.  Parking takes time to find.
499,Tony,3,3,3,3,45009,"We had very good memories of the original Carmines in Pioneer Square so we tried dinner at their Bellevue location. 
We asked for two glasses of wine and were amazed that we were charged $30 per glass. No comment from the waiter as to pricing. The rest of the meal was of reasonable quality but again overpriced. $200 for two people. 
Many other good restaurants in Bellevue for use to attend."
500,JayLeeC,5,5,5,5,45009,"Dinner was delicious, as always. The staff goes above and beyond to make your dining experience wanting you to come back again and again."
501,OpenTable Diner,5,5,5,5,45006,My son took me here for a birthday lunch. Everything was wonderful. 10/10 would recommend 😀
502,KatieM,5,5,5,5,45004,It was our first visit to Carmines. Walking in the patio was absolutely stunning and the inside as well with all of the details. The service was wonderful and very helpful. We ordered two of the specials and those were good but next time I am definitely ordering a big bowl of pasta! The taste I got from the pasta was to die for!
503,OpenTable Diner,5,5,5,5,45003,Incredible experience at Carmine’s. We had Matthew as our server and he was a complete delight. Very attentive and charming. Food was better than what I’ve had in Italy. We will be back!
504,OpenTable Diner,5,5,5,5,45003,Loved everything about the place from food to service to ambiance!!  Thank you!
505,OpenTable Diner,5,5,5,5,45003,Same high level of competence as usual.  Everything is good !
506,MelKirkland,5,5,5,5,45002,Hands down my favorite restaurant in Bellevue! Their food is always amazing and the service is top notch!
507,TonyM,4,5,5,5,45002,Everything was great but a $35 fee for corkage is too much!
508,Diner,5,5,5,5,45001,"Excellent experience, highly recommend.  Service and good is exceptional."
509,JohnU,5,5,5,5,45001,Great food and a wonderful server.  Definitely coming back!
510,BrianC,5,5,5,5,44998,Carmines is excellent
511,BrianL,5,5,4,4,44997,"Great food and vibes!
Oso buco was delicious . Seafood was super fresh."
512,OpenTable Diner,5,5,5,5,44996,"we had the most fabulous attentive waiter, the food was excellent!! the waiters recommendations were spot on!!"
513,TanyaR,5,5,5,5,44996,Such an amazing place with incredible food and service
514,TeeVibe,5,5,5,5,44996,"This was my first visit to Carmine's, but it won't be my last.  We were immediately seated, had amazing service and the restaurant itself is beautiful.  I was even more impressed by the flavor of the food and that my food was actually hot when it came to the table.  You would be surprised how often that doesn't happen.  It was expensive, but worth a very special occasion or celebration."
515,OpenTable Diner,5,5,5,5,44996,"Always professional service, excellent food  and wine. Everything goes well."
516,JanetG,5,5,5,5,44996,1st time I’ve tried Carmine’s and have already recommended it to others :-)
517,SkipB,5,5,5,4,44995,"Wonderful menu and wine list.  Lovely restaurant.  Excellent service.  Food is beautifully presented and absolutely delicious (NY steak and Lobster risotto entrees, tiramisu and mousse desserts).  The noise level was very high because of large, loud groups on a Thursday night so I can't recommend it for a romantic dinner (conversation is difficult) but we really enjoyed dining here and will return!"
518,Jenn,5,5,5,4,44995,Variety of delicious dishes.  Service was impeccable.
519,Tuckerboy,5,5,5,5,44995,"Great place for a weekday lunch. Comfortable,
Great service, fresh delicious food. One of the few ‘old school’ style dining experience left .Superb!!!"
520,TraceyH,4,5,5,3,44994,The food and service provided by Michael were excellent.  It was so loud in the restaurant I could barely hear the people at my table which detracted from enjoying the evening.
521,TeresaH,5,5,4,5,44994,"Great food, adequate service
Needed waters refilled, etc."
522,JohnT,5,5,5,5,44994,Always amazing and they always deliver! Miriam was our server and she's the best. One of my favorite restaurants.
523,JoshMitchell,5,5,5,5,44993,Wow! What a dinner. We were celebrating my dad's birthday and they went above and beyond for us! They had a very kind birthday note written for him at the table when we sat down. The wait staff were all very friendly and the dinner was amazing! Every item we had blew away our expectations. The Gorgonzola crusted NY strip was the favorite. We will be back again!
524,Karen,5,5,5,5,44993,"Always an elegant experience, lovely setting, charming waitstaff."
525,Matty,5,5,5,5,44992,"Great as always.  Delicious food, good wine selection, wonderful service, and tasty desserts."
526,MaryG,4,4,5,4,44988,"Service was fantastic from all waitstaff.  Food was very good except for halibut which was overcooked.  They took it off bill, which was nice but disappointing a bit in terms of experience."
527,OpenTable Diner,5,5,5,5,44987,"The food, the service, the ambiance - always amazing. Highly recommend. Dinner at their Bellevue or Seattle location, never disappoints!"
528,CindyR,5,5,5,5,44987,"Consistently fabulous. The food, quality specials, the service, EVERYTHING about Carmines is delicious. Our group of four especially enjoy the bar seating as it is so much quieter for conversation. Thank you! Grazie!"
529,OpenTable Diner,5,5,5,4,44986,"We had a great time.

However I find all the dining chairs to be very uncomfortable.  The padding is worn out in the seat which makes the seating too low. Time to replace them."
530,ShaunaB,5,5,5,5,44986,"Carmines was perfect. The menu was outstanding and the food tasted so good. We had wine, appetizers, main dish and dessert.  Everything we had exceeded my expectations!"
531,GailL,5,4,5,4,44983,Lovely dinner! Love Carmine’s decor. Food was delicious. Service was excellent. Wish it was easier to get reservations and to get into the parking garage!
532,OpenTable Diner,5,5,5,5,44982,Great food and service. Jarrod was an exceptionally good server!
533,OpenTable Diner,5,5,5,5,44981,Had a fun time celebrating my daughters birthday!
534,DawnG,5,5,5,5,44981,Such a great experience - food and service were both expectational.
535,Zach,5,5,5,5,44979,"Great spot to take a date and have a night out. The environment was great, location was awesome right downtown, and parking is easy!"
536,OpenTable Diner,5,5,5,5,44978,"We never fail to love Carmine’s.  We requested and received our preferred booth seating inside, and the service was, as always, spot on.  We never feel rushed and are always accommodated and feel welcome.  The bar drink (Gunsmoke Manhattan) was great, the wines by the glass to follow excellent with our meals.  The sautéed spinach is a tour de force every time, the warm bread and butter a guilty pleasure.  We split “cups” of the minestrone soup which is portioned like a bowl and tastes like it was delivered from a fresh vegetable garden.  The venison ravioli with spinach and mushrooms was outstanding.  The flavors of everything down to the lemon meringue dessert are fresh, and intense.  Lovely late lunch again.  Compliments to the house, the staff, the chef.  Thank you."
537,OpenTable Diner,5,4,5,5,44974,Our server Daniel was amazing. Made our first visit to Carmine’s such a wonderful experience. Will return again.
538,Jesk,5,5,5,5,44973,Fabulous food! Quality service/staff! Great location
539,KatieW,5,5,5,5,44972,The best meal we’ve ever had and amazing staff!!!!
540,Tifa,5,5,4,5,44972,Carmines a favorite now for our family and we love the food and the ambiance! It’s our goto for all occasions.
541,OpenTable Diner,5,5,5,5,44968,My friends and I came into Carmines for to celebrate a birthday. We had a great time and thank the staff for an amazing meal and attentive service. We will be back!
542,DianaB,4,5,5,2,44968,"We love the excellent food, attentive service, and elegant presentation, but find the noise to be too much…as well as the difficulty in finding parking.  We’ve had several celebratory dinners and lunches at Carmine’s, but may not return simply because we can’t converse over the clamor.  Maybe some sound management such as carpeting or a matt flooring would help.  Otherwsie very good!  Thank you.

Would recommend to a friend, but with a caveat about the noise."
543,OpenTable Diner,5,5,5,5,44967,My boyfriend and I had a perfect meal at Carmines. The food was so delicious and the service was fun yet professional. We loved the rigatoni bolognese and the veal with capers. We can’t wait to visit Carmine’s again soon!
544,OpenTable Diner,5,5,5,5,44967,"My wife and  I had an amazing evening at Carmines. The food came out hot and  perfectly prepared. We started with prawns in tomato sauce, then moved on to the grilled romaine salad. For the main course the rack of lamb and the nightly steak special served  oscar style…all incredible. The steak was the best steak I have had in a long time. We finished our evening with espresso martinis and the dessert special of the night, strawberry cheesecake. The service was perfectly paced and we left feeling spoiled and beyond satisfied. Thank you Carmines for a wonderful evening. We will be back!!"
545,SPWS,5,5,5,5,44967,"Great Italian food, chic ambiance and excellent service. Highly recommend this restaurant to everyone."
546,anne,5,5,5,4,44967,"Celebrating an early Valentine’s Day.  Great wines by the glass, pasta with sausage and fennel was delicious as was the potato encrusted halibut.  Wonderful menu!"
547,BrandynH,4,5,4,4,44966,"The food is TOP NOTCH here as always
It's a great place for a celebration or just a random Wednesday night out."
548,JimR,5,5,5,5,44965,"Truly a wonderful place to have lunch or a dinner. Excellent food, excellent service"
549,RobertoG,5,5,5,5,44965,"My sister and I have a wonderful time at Carmine’s Bellevue!

We really enjoy the burrata!
The homemade pastas are so delicious!  Fettuccine Al Pesto, Rigatoni Bolognese 😘

The cedar plank salmon must have!"
550,ArnieB,3,4,2,3,44964,Food was good. Service not so good last night. Despite a reservation made 2 weeks in advance we were seated at a poor table. Very cramped for two and in a major walkway. Service was slow and inattentive.
551,Nikolay2,5,5,5,5,44964,Everything is good although parking is chore with Q codes dealings
552,Minnie,3,3,3,4,44962,"Table wasn’t ready when we were sat. Hostess had to finish setting table, while we were sitting. Waited a long time for server to come to our table. Steak was overdone. Asked for medium. Received medium well. Have had much better dinners and service at this price point."
553,DennisC,5,5,5,5,44962,"Pretty loud, but always great!"
554,OpenTable Diner,5,5,5,5,44958,Amazing experience!
555,JohnP,5,5,5,5,44958,"Excellent dining, food and atmosphere, as usual !"
556,eatsoutoften,5,5,5,5,44958,Always have a great meal at Carmine's.  Daniel was our server and his service as usual was impeccable.    Love this restaruant!
557,OpenTable Diner,5,5,5,5,44957,Always the best at Carmine’s!
558,Steve,5,5,5,5,44957,"I go to this restaurant often! The service, ambiance, food and wine is always exceptional."
559,Tbik,5,5,5,5,44957,Great birthday lunch for a dear and deserving friend!
