Name,Overall_Rating,Food_Rating,Service_Rating,Ambience_Rating,Dined_Date,Reviews
JannekeV,5,4,5,5,2023-12-02,"we loved our lunch and the waiters are the best. I did not give a 5 star, since I have celiac and a crouton (=gluten) ended up in my salad from a different dish."
PeterW,3,3,5,2,2023-12-01,We were sat next to a 10 top and the noise was atrocious.  Risotto was regular rice with a separated cheese sauce and my veal rib was over cooked.  Sever was great but the food has gone downhill.
Janine,5,5,5,5,2023-11-29,Came here for a birthday dinner we were treated great by all staff and our server was attentive and friendly. The ambience of the restaurant itself is exactly what we were looking for and the food was incredible.
OpenTable Diner,5,5,5,5,2023-11-29,"Family favorite, Always good!!! Thoughtful for recent birthday celebration! Very nice and so kind ❤️"
AngelaA,5,5,5,5,2023-11-29,Wonderful service and several specials to choose from! Worth the drive for lunch. I look forward to going again.
OpenTable Diner,5,5,5,4,2023-11-28,"One of the best meals I have had in years. Food and service impeccable. Gave a 4 for ambience because we were seated in the bar and while lovely, the big screen tv was a jarring counterpoint to otherwise beautiful surroundings."
OpenTable Diner,5,5,5,4,2023-11-25,Great meal and outstanding service to celebrate my son’s 16th birthday. Thank you.  Consistently great on every visit.
OpenTable Diner,4,4,5,5,2023-11-23,We celebrated my husbands birthday. The meal was delicious. The service was top notch. There was a Birthday card at the table and a free dessert. Will definitely go back.
BellevueGuy,5,4,5,5,2023-11-23,Steak salad wasn't the best but everything else was fantastic!
TJinSeattle,5,5,5,4,2023-11-19,"Excellent menu., tasty food and excellent service. Pricey if you go all the way but not bad if don't. Kind of noisy when full on a Saturday night. Certainly will go back."
JudyF,5,4,5,5,2023-11-18,"We had a delightful lunch at Carmine’s in Bellevue, the service was impeccable without being intrusive.  It was very loud when we first arrived, but as the tables emptied the noise level was pleasant.  I had a pasta dish that was delicious and my friend had an entree salad that was good, but visually looked like a large amount of lettuce with a chicken breast laid over the top. It was much less appealing than my pasta, and somewhat hard to eat, since there was so much lettuce on the plate.  Carmine’s is a lovely restaurant with a warm interior and a cozy patio that would perfect if the weather is nice."
JulieH,5,5,5,5,2023-11-14,"Delicious lobster risotto and halibut special.  The caesar salar was also top notch.  Our server was attentive and knowledgable, helped me pick out a white wine to my tastes.  Appreciated the parking validation.  Prices are spendy but treat yourself, you deserve it."
Lovemesomegoodfood,5,5,5,5,2023-11-11,"We came to Carmine's to celebrate a birthday.  Everything was absolutely wonderful from the moment we walked into the restaurant.  The food was amazing, the service was tremendous and we will absolutely be back."
CateG,4,5,5,5,2023-11-11,First time visit. Enjoyed everything except the chlorinated table water.
Damay,5,5,5,5,2023-11-11,"Lovely setting across from the park in old Bellevue.  Professional staff, excellent service. Rigatoni bolognese was a nice touch over spaghetti. Ravioli with veal was excellent, in a rich veal Demi sauce. An added bonus is validated parking in the garage behind the restaurant."
G3inSea,5,5,5,5,2023-11-10,"Carmine's is an extraordinary restaurant, with exquisite food that's matched by its  outstanding service and ambiance. Highly, highly, highly recommend ... unless I need a reservation :)"
TylerR,5,5,5,4,2023-11-10,Waiter spilt a whole glass of water on me but somehow he turned it into a bonding experience and had a fantastically attentive experience to follow
JeanneB,5,5,5,5,2023-11-10,"Fabulous dinner with exquisite service !
The birthday celebration was a complete success."
JamesK,3,3,5,4,2023-11-07,"Birthday dinner was well recognized; the server was great; ambience was nice; there was free parking - but the food did not live up to expectations of a high-end restaurant.  Salad and wife's lobster risotto was good - in fact, risotto was very good.  Mushroom soup was pretty flat as was the veal ravioli - we expected more from this type of restaurant."
BrandonR,5,5,5,5,2023-11-05,"We went there for an anniversary and the food was great, service was excellent and seemed to know when we needed something without interrupting us too much. They also gave us a small dessert with happy anniversary written in chocolate frosting that was a very nice and memorable touch. 

The atmosphere is very nice without the prices of such an atmosphere. Great Italian food."
OpenTable Diner,5,5,5,5,2023-11-03,Excellent as always! Service and food was fabulous.
Grandmere,5,5,5,5,2023-11-02,"Carmine's is a favorite for us.  Excellent food, impeccable service.  The only drawback is the noise level.  Last night the 4 of us had to almost shout to each other to be heard.  I will say, however, the place was crowded, so there you go.   Perhaps next time we'll request a table in the corner."
ChrisT,5,5,5,5,2023-11-02,Love it!  Always!  Never disappointed   Will always return.
KimB,3,3,4,4,2023-10-31,"They are famous for their gnocchi but ours was watery and not very good! We also had crab risotto which was so fishy we had to send it back. The salmon was amazing. Also, we all had Caesar salads and the dressing tasted more like watered down blue cheese  - there was no anchovy or traditional caesar flavor at all. Overall kind of a weird night taste wise for what is usually a stellar restaurant!"
ClaudiaA,5,5,5,5,2023-10-29,"Everything is amazing from the food, to the service and the drinks, my new favorite place"
Stacy,4,1,5,3,2023-10-28,"I have always enjoyed my meal but tonight my chicken piccata was beyond salty, extremely dry and very disappointing. Carmines is a nice dinner out for us and this was the first time I am now hesitant to come back for how expensive the meals are."
LisaR,5,5,5,5,2023-10-28,"Beautiful restaurant. Service was great. Fun atmosphere, can't wait to go back."
JonathanT,5,5,5,5,2023-10-26,"Great service, great food. Expensive and the noise level gets fairly high due to popularity/full dining room. I recommend if money and noise aren't deterrents to great food and service."
Brooklyne,4,5,4,4,2023-10-26,Overall experience was great. Only issue was one dessert came after the other 3 were already done eating.
gretaP,5,5,5,5,2023-10-26,Favorite restaurant hands down.  Eat here all the time and always above and beyond expectations.  Food is so good!!!
Mariah,4,5,5,5,2023-10-24,"Had a reservation for 2 for an anniversary dinner, and the service was wonderful and food was amazing!! The waitress, Ali, was super sweet and gave great suggestions for us. I asked for her suggestion between the gnocchi and rigatoni, and she recommended the rigatoni between the two. Ali suggested we split a large rigatoni into two smaller plates, with a small gnocchi too. As someone who doesn’t go to Italian restaurants often, nor do I know much about pasta, having those suggestions were so helpful! The rigatoni was delicious, and I highly recommend it for first-timers. The gnocchi was amazing as well, and it was really filling too. Even the small size would have me full on its own. We skipped appetizers, meats, and the pizza menu, but would love to try those next time. Since it was our anniversary, we received a complimentary dessert (tiramisu) at the end of the night and shared it between us two. The tiramisu was delicious, and even the chocolate sauce used for the writing was good too.

As for placing the reservation, I called to place a reservation at the patio, but didn’t receive a call back until about an hour or two later. I went ahead and reserved online instead, and once I got their call, we mentioned our online reservation and asked to be in the patio. The lady on the phone was very nice as well, and updated our reservation very quickly! 

Definitely will come back another time! Such wonderful service and food, and the ambience is wonderful. The heaters kept us warm throughout the entire dinner, and the patio is extremely pretty at night. Thank you to the team at Carmine’s for a memorable anniversary dinner!"
OpenTable Diner,3,3,4,3,2023-10-22,"Food was mediocre. I had fairly high expectations going in but the best thing we had was the Caesar salad. Definitely skip the risotto, it was super bland"
jason,5,5,5,4,2023-10-22,"We loved the portions, atmosphere, menu and the amazing service with Michael. We will be back!"
Ampetrin,5,5,5,5,2023-10-22,"Always excellent food,  perfectly friendly service,  and beautiful space!"
Ally,5,5,5,5,2023-10-17,"The best, as always! So delicious and the best service"
DisappointedinTucson,5,5,5,5,2023-10-17,Wonderful setting for lunch. Great ambiance with less unwanted noise than many other restaurants.
Bluewa,5,5,5,5,2023-10-16,"Heavenly experience.
I make it a point to go there often"
OpenTable Diner,5,5,5,5,2023-10-14,"Absolutely fantastic experience, food was superb and the waitress was excellent and attentive. Highly recommend a visit."
MCLL,3,3,5,5,2023-10-13,"The foods was not impressed.  We ordered the new york steak, it was very thin and the waiter didn't ask how do we want it.  It turned out rough and dry.  The squid ink angel hair was nothing special, tomato sauce with seafoods.  The only highlight was the cream of mushroom soup.  The waiter was great, nice and clear."
OpenTable Diner,5,5,5,3,2023-10-13,"Incredible food, great service, very very loud! Couldn’t hear across the table."
MikeP,5,5,5,5,2023-10-13,One of my go to places ….another first class service experience
meghanc,5,5,5,5,2023-10-12,"Love the experience every time at Carmine’s! The ambiance is wonderful, the staff is attentive, and the food is fabulous. 10/10 would recommend."
YoungK,5,5,5,5,2023-10-11,Fantastic place for a birthday dinner! Highly recommended for a special occasion
OpenTable Diner,5,5,5,5,2023-10-10,"The food was absolutely amazing.  Our server was lovely and had excellent recommendations.
The gnocchi was the best I’ve ever had."
LeneeA,5,5,5,5,2023-10-10,Carmine's continues to be a favorite of mine.  I would highly recommend to anyone.
ctay,4,4,5,3,2023-10-08,It was prom night and it was packed. Table was too close to others. Food seemed rushed.
KevinK,5,5,5,4,2023-10-05,"Carmines is our place to celebrate special occasions!  The food is amazing, the service impeccable and we are always treated extremely well, whatever the occasion!"
Yamraj,4,4,4,3,2023-10-05,We were celebrating a Birthday event. The food was really good specially the Gnocchi. They surprised us with a birthday Tiramisu (which are also amazing).
ChrisH,5,5,5,4,2023-10-01,"Food was great, service was impeccable.
Was a little noisy"
Joey,2,1,3,3,2023-09-28,Food was below average for the price. The amount of seafood was much less than expected. The spaghetti was overcooked.
eatsoutoften,5,5,5,4,2023-09-28,Eat lunch at Carmines often and love being in Daniel's section.  Daniel is highly professional and friendly.  Lists the specials like a pro and is very attentive but not overly so.  Always enjoy our meals at Carmines and the people at the front are so helpful with the parking garage process.
Cilantrogal76,5,5,5,5,2023-09-27,"Great service, food, wine for a special Anny evening. I understand why reservations book fast."
JHSea,5,5,5,5,2023-09-24,Love it at Carmine’s so pretty and food is delicious!
ChrisT,5,5,5,5,2023-09-19,I love everything about Carmines.  I can't say enough good things.
ShawnS,5,5,5,5,2023-09-16,"The venue is small and the night we went it was very busy. It is not a quiet restaurant, but the energy is fantastic, the food is authentic and well prepared, and the service is outstanding. Everyone working there seemed to care about us and was proud of the restaurant. What a wonderful experience. The prices are very reasonable as well."
MelissaK,5,5,5,5,2023-09-16,"What a wonderful evening. Beautiful night in Bellevue. The food was incredible. And the staff so lovely to my dad for his birthday celebration. Big shout out to Julia the hostess and our waiter, Ryan. 
Thank you to all!"
Flyhigh,5,5,5,5,2023-09-15,Carmine's is always a pleasure.  The food is outstanding (had the black pasta with seafood at lunch yesterday) and the service excellent.  Both the Carmine's in Bellevue and the one in Seattle are 10 out of 10.
OpenTable Diner,5,5,5,5,2023-09-13,Fantastic service and delicious food. Transported me to Italy.
Travelerswife,5,5,5,5,2023-09-13,Carmine's is my go-to place for all type of gatherings.  People are always pleasant and welcoming; the food is always great.
OpenTable Diner,5,5,5,5,2023-09-13,"Wonderful lunch at Carmine’s this week with friends we haven’t seen since Covid began. Delicious halibut offering which we all opted for,  and enjoyed. The price point is high but service and food quality is well worth it."
Oldlady,5,5,5,5,2023-09-12,"Great food!  It lives up to its reputation.  The lobster risotto was a dream.

Special kudos to the valet service — prompt, accessible, and friendly.  This is especially important for us octogenarians."
ValerieC,5,5,5,5,2023-09-12,The eggplant parm was outstanding. Their tomato sauce is excellent. Flavors are wonderful.
Zainab,5,5,5,5,2023-09-09,"What a lovely experience. Not only the food was amazing but Service was out of this world! We came here for a celebration and Carmine's made sure that we were celebrated with a beautiful table setup, dessert, and patio seating. Thank you especially Natalie for coordinating and Micheal for serving us"
MarkW,5,4,5,5,2023-09-08,"Mista salad lettuce was soggy, steak was excellent"
Redmond1,5,5,5,5,2023-09-07,"Clearly this is a 5 star restaurant.  All the food items were excellent including the bread. Service was top notch. Cappuccino was extremely delicious.  Cocktail was very good and wine by the glass a little pricey but not unreasonable.  The only miss was on the frozen chocolate mouse dessert.  We would not order it again.

While we knew validated free parking was available, valet parking was a nice splurge.

Vibrant scene at the downtown Bellevue Park adds to the ambiance."
bjd811,5,4,5,5,2023-09-07,"I do wish that they had music playing throughout the restaurant. I know sometimes they do but today they did not and although my husband and I had a good time, the ambience felt boring."
CyndieM,5,5,5,4,2023-09-03,"We loved it here - first time but definitely not the last.  Great food, great staff, beautiful decor, huge wine and spirit options.  Their specials were amazing as well.  The only two drawbacks: no sommelier and it was really loud inside the dining room - REALLY loud.  Won’t stop
us from returning - but we will probably going earlier and during the week instead."
OpenTable Diner,5,5,5,4,2023-09-02,Great evening! It was my birthday and we got complimentary deserts. Door excellent as always.
EricW,4,5,4,4,2023-08-31,Carmines is a great place to take clients. very classy environment
Rhonda,5,5,5,5,2023-08-30,We were celebrating our wedding anniversary & they were able to get us a table early since there was no room at the bar to sit & have a drink.  There was a nice 'Happy Anniversary' note on the table and our waiter was very knowledgable and friendly.  The food is always very good and of the highest quality.  This is our 'go to' for a nice dinner because the service is amazing and the food delicious.
VERSEA,5,5,5,5,2023-08-30,Always a wonderful experience.  Had the steak salad special for lunch and it was fantastic. I only wish I could have eaten their homemade bread but I am gluten free.  It smelled so good.  Umberto was our waiter and he timed our lunch perfectly.  Always at the top of my list when I visit Bellevue.
BruceK,5,5,5,5,2023-08-28,The BEST Italian on the Eastside!  Fresh and always delicious.
KylieB,5,5,5,5,2023-08-26,"My birthday dinner at Carmine's was amazing! Everyone made us feel welcomed, and multiple people wished me a happy birthday. The ambiance was perfect, the food was delicious, and our server Ali was amazing! Probably one of my favorite servers I've ever had. I also highly recommend the tiramisu. We were only visiting the area but if we lived there we would definitely be back to see Ali and to have more delicious Italian food!"
SteveD,5,5,5,5,2023-08-26,"We had a fabulous birthday celebration for our daughter. Carmines allowed us to add a 5th guest to our reservation at the last minute. Our server was excellent, and the food & drinks and desserts were awesome."
Burnie,3,5,5,4,2023-08-25,"We reserved ahead of time and specified that it was a special occassion when making the reservation. When we arrived, they had a table waiting for us. Unfortunately, it was smack dab in the middle of a very busy walkway with people knocking into it every time they passed. Knowing that it was a special occassion, I think Carmine's could have given us a better table, so that was annoying. Thankfully, when we complained, they did seat us at another table and the waitress completely made up for our bad first impression. She provided wonderful service, helped us select a great bottle of wine and made jokes with our teenagers. The food was delicious and we ended up having a really enjoyable dinner."
Nataliya,5,5,5,5,2023-08-25,"Wonderful place, tasty food , nice location . Really recommend this place"
KAYW,5,5,5,5,2023-08-25,"Great service. Daniel was exceptional.

Only con was no TP in women's bathroom…"
KarenaK,2,2,1,1,2023-08-24,"I wanted to take my girls out for a classy, authentic Italian dinner, and I thought this place would be great for that, but it wasn't. Although the decor is nice, it gives off the ambiance of a Buffalo Wild Wings in terms of how loud it is, and that was a big turn-off to me. We went on a Wednesday night, so I can’t even imagine what it's like on Friday or Saturday.  Our waiter was a jerk, to put it nicely, he was more concerned with the larger table, probably assuming the tip would be better, he barely checked on us and when I asked a question he spoke to me a condescending and disrespectful manner. It's expensive, and I expected that. However, you’re essentially forced to buy a bottle of wine if you want a glass because they charge $25-30 for 1 glass of wine, which is ridiculous. The bottles of wine are outrageously overpriced, and when I asked what the house wine was, the waiter sarcastically responded, ""There's no such thing."" I've been to more expensive restaurants than this one, and even they sell a reasonably priced house wine. The food was a step up from Olive Garden, nothing spectacular.  The manager did come over and make it right in the end, but honestly, the night was already ruined at that point. Definitely will never return to this restaurant."
OpenTable Diner,5,5,5,5,2023-08-24,"First visit here, and we would highly recommend.
From the moment we walked in the door, the bar and our dinner table we were taken care of.
Wonderful experience and dinner was delicious!

We will definitely come back!"
marinas,5,5,5,5,2023-08-23,"We came to celebrate my husbands birthday on Tuesday night.  
The food was delicious. 
The waiter was very professional. 
The warm fresh bread kept coming as our 15 year old son was very hungry. 

Cons: 
Very very loud. 
Not a lot of room between tables 
Not enough servers/ waiters between the tables."
OpenTable Diner,4,4,5,4,2023-08-19,I would not recommend going for lunch unless you are walking.  It was stated on my reminder from Open Table that their is a valet for $5 OR parking in their building.  Neither was available.  The restaurant said that they no longer offer parking for lunch & according to my guest she said that the reason I could not get into the garage is probably because it was full.  Their was only one space when she got it & there could not have been more than 10 spaces available for the retail.
PamelaS,4,5,4,3,2023-08-18,"We had a wonderful meal at Carmine’s, but it was so noisy that our table of 4 had a hard time  talking to each other. An outdoor table might have been a better choice!"
OpenTable Diner,4,4,5,3,2023-08-18,Food was very good and service excellent.  It was really warm yesterday and the restaurant became quite toasty so took away a bit from the ambience and experience.
Glenn,3,4,4,3,2023-08-18,Long time patrons back to the 90's in Seattle.  We were looking forward to King salmon but found out you only offer farm raised salmon??!
SherriE,5,5,5,5,2023-08-18,"Fantastic food, great service! Will be going back!"
Haim,5,5,5,5,2023-08-17,"One of my favorite restaurants in the greater Seattle area, by far the numero Uno Italian restaurant.
It's impressive how this great team is able to sustain such great service, exceptional food, and an amazing ambiance for years.
It's a delight to come here again and again. It's unique to see the broad bandwidth. You can come for a quick casual dinner, a mid-day lunch or a formal business meal and the place will always make you feel welcomed. 
Thanks again
H. Kats"
DebyR,5,5,5,5,2023-08-17,Always a great experience and delicious food at Carmine's!
LoriS,5,5,5,5,2023-08-17,"I’ll definitely be back to test out more authentic dishes, we both thoroughly enjoyed our meals and topped it off with amazing cannolis. I’d recommend!"
OpenTable Diner,5,5,5,5,2023-08-16,Business dinner at Carmine’s. Food was excellent and service to match.
BrianC,5,5,5,5,2023-08-15,Carmine's never disappoints. Always a great experience.
OpenTable Diner,5,5,5,5,2023-08-12,Had a wonderful birthday experience at a beautiful setting and delicious food.
OpenTable Diner,4,5,2,2,2023-08-10,*UPDATE*. I was contacted by management and they were super apologetic and appreciative of the feedback. We were there tonight (8/28/23) to celebrate my moms 80th with our family and the service could not have been better. Everything was perfect and vey true to Carmine’s.  We booked a table for our daughters bday next month and can’t wait. Thank Carmines for continuing to be our favorite spot in Bellevue. AMBIANCE AND SERVICE 5 STAR!!Carmines is our go to but this visit wasn’t great. We had friends in town and were excited to bring them but we were hugely disappointed with the service this time. We were at a table over by the bathrooms and it was like they forgot about us. We weren’t even sure who our waiter was.  Embarrassing after we talked up how great Carmine’s is. We have a reservation in a few days for a birthday celebration and I’m hoping it’s not as disappointing as this visit was.
BradG,5,5,5,5,2023-08-10,Hard to find a restaurant that excels at everything but Carmines definitely does it.
Robja,4,3,5,5,2023-08-08,"Most of the food was very good. Halibut was disappointing. It did not seem fresh. Not flaky or tasty.
Kat was great waiter. Outdoor seating is very pleasant."
Iwus,3,5,2,5,2023-08-06,Love food and the ambience at Carmine’s but service was not great this time. Disappointing as we had family visiting us and the experience just didn’t live up to our expectations.
Gr8ful,4,4,5,5,2023-08-06,"Amazing experience at this beautiful, professional, welcoming and all around happy establishment.  From their parking with 4 hr validation, enjoying the most flavorful and well cooked pasta entrees to the end of saying ""thank you and see you again"" it was a gem of a place to celebrate our 28th wedding anniversary.  Make your reservation early to confirm your amazing experience!"
Carrie,5,5,5,4,2023-08-05,Excellent service despite being so busy on a Friday evening. Delicious food. Will come back again. Thank you!
LaurenS,5,5,5,5,2023-08-04,Kat was the best server we have ever had! The experience was amazing. I enjoyed all the food as always but her service really made our night after a rough day. I will ask for her every time!
MarcyF,5,5,5,5,2023-08-04,"It is always an event to dine at Carmine’s.  The staff is efficient, professional and most importantly seems happy to be there.  Bravo to the management!"
OpenTable Diner,5,5,5,5,2023-08-02,The best restaurant on the east side!  Food service and ambiance all top class. We love coming here! Thank you for everything!
JaymeK,5,5,5,5,2023-08-01,"Amazing food, service & ambience.  Can’t wait to go back!"
BenyU,4,4,2,5,2023-07-30,"I’ve been to this restaurant many times but last night July 29 I was a bit disappointed with the service received
I got there for dinner with friends, and the waiter did not come by our table to refill our glasses or ask us for anything else not even once
A bit disappointed"
BrianM,5,5,5,5,2023-07-30,We went here for our anniversary and felt like it was a special day with the dessert and kind note. Loved the seating and layout of the restaurant. My wife said it feels like we were in Tuscany.
OpenTable Diner,5,4,5,5,2023-07-29,We had a great birthday dinner. Ambience and food is great. I will definitely recommend it to my friends!
MCLinWoodinville,5,5,5,5,2023-07-29,"Took my sister for her birthday during lunch and the service was attentive, professional but not pretentious. Whether a daytime lunch or evening out, Carmine’s does not disappoint."
Kris,5,5,5,4,2023-07-29,"I am a frequent customer. I enjoy lunch here with antipasto, sometimes a chef pizza, chioppino, and an espresso following the meal. Other of my favorites are the veal scallopini, osso bucco, and pastas. Table linens, fabric napkins, plate service, nice glasses for drinks, clean bathrooms, all help make it feel like an excellent value. It is also a great location next to the Bellevue Park for a walk after the meal."
OpenTable Diner,5,5,5,5,2023-07-28,"We live in the neighborhood, and bring along our older Labrador, Bleu, to enjoy the patio with us.  He just loves to watch the movement and enjoy his special water he receives from the staff.  The food, service, wine list, cocktails are alway excellent and on point.  The specials are always exceptional, and we haven’t ordered from the menu yet.  Just love to enjoy this eatery and recharge from whatever the week has brought.  Highly recommend!"
Foodie168,5,5,5,5,2023-07-27,As someone with gluten intolerance I appreciate being able to enjoy their fantastic risotto. Of course they also can make their pasta dishes with GF pasta and I tried that before and it was great. We had lunch at Bellevue Carmine’s on a sunny day and the ambiance was wonderful.
ElizabethH,5,5,5,5,2023-07-27,Carmine's is our favorite restaurant in Bellevue!  Great food and service. Delightful.
Briac,5,4,5,5,2023-07-23,"I took my sister here for her birthday. She loved it and it was very cute with great service. I have had better Italian food before, but it sure is up there and the service is over the top."
JohnD,5,5,5,5,2023-07-23,"This is our go-to restaurant in Bellevue. We never have been disappointed. The food, service, and ambiance are top shelf. As I am hard of hearing, it can get a bit loud."
OpenTable Diner,5,5,5,5,2023-07-23,Amazing food and service. The gnocchi melts in your mouth.
LaurenE,5,5,5,5,2023-07-22,It was incredible. The food and the service were great.  It was just an overall wonderful experience.!
miki,5,5,5,5,2023-07-22,Another great Carmine’s experience! Will continue to come back.
OpenTable Diner,5,5,5,5,2023-07-21,Very accommodating staff.  Beautiful environment with great food.
JWo888,5,5,5,5,2023-07-20,"Carmine’s is one of my favorite restaurants in Bellevue, because of the delicious food and excellent service.  I met a friend who I had not seen in over 20 years here for lunch.  We enjoyed the nice weather by dining in the patio area and enjoyed the Portofino Salad, Insalata di Mista and Cioppino. Food and service was exceptional !"
OpenTable Diner,5,5,5,5,2023-07-20,This place is hard to book because it’s so good and too many people know it!  But it’s worth the effort to plan ahead. Great food. A must visit when in the Bellevue area.
Parker,5,5,5,5,2023-07-19,"No one in my party had dined here prior including myself. What a great find this was. Our service was fantastic, food delicious and so many fresh specials they nearly needed their own menu. We will be returning as a group as well as many of us individually."
OpenTable Diner,5,3,5,5,2023-07-19,Always good my 87 Y/O Mother’s favorite lunch spot. Service was great but food wasn’t as yummy as usual. Freshness lacking
Itwasgood,5,5,5,5,2023-07-18,We had a great meal and great service.  I would highly recommend this spot
OpenTable Diner,2,2,3,2,2023-07-16,This restaurant was on my list for long but hard to find last minute reservations as it’s always busy. But honestly it’s overhyped and overpriced. Service is great and some of the dishes are wonderful but some are not even seasoned well. Portions could be better for the price paid! Have had better Italian food and would not go back here for this price. Btw their sister restaurant in Seattle is definitely better!
PNWwifey,5,5,5,5,2023-07-16,It was our first experience at Carmine’s for my husband and I.  The food was amazing.
michaelm,5,5,5,3,2023-07-15,"GREAT food !!!
very nice service..... but busy  (a  bit too busy )

great place to eat , a bit loud and very ""booked""  / busy
makes the service a little slow , but still VERY friendly and professional"
Goldy,5,4,5,5,2023-07-15,"They did a really great job with this new restaurant! It feels like a special place to be. The indoor/outdoor flow is really nice. It is very open and airy inside. The service here is very good. Lots of attention to detail. The food is solid. I wouldn't say it's outstanding, but for the volume that they are doing, it is really good. I've eaten good things here before, but this time I didn't like what I ordered at all. A filet mignon salad. It was the special and it had both blue cheese and radicchio in it, making it super bitter and almost inedible. My daughter and mother-in-law liked their halibut and cannelloni very much. Overall, really nice restaurant to celebrate or just have a nice meal."
OpenTable Diner,5,5,5,5,2023-07-13,"Wonderful food, wine, and cocktails. We were there to celebrate our anniversary and the Carmine’s team did not disappoint - excellent ambience, a little happy anniversary card, and tiramisu on the house which was some of the best I’ve ever had. Would 1000% recommend. Definitely going back."
BobbiC,5,5,5,5,2023-07-12,"Alberto was our waiter. He was delightful.
The restaurant is always accommodating.
Always great specials besides the menu items.
Lunch crowd was a bit loud which made it slightly hard to hear my guest across the table.
But I love the decor and ambiance of the restaurant."
AkshayM,5,5,5,5,2023-07-12,"Great food , our server (Massimo) was very helpful and took care of our needs very well. We had a pizza with sausage and gorgonzola cheese and a fettuccine with pesto and shrimp and it was divine , the portions were very good for the cost . Loved it ! Would recommend!"
OpenTable Diner,5,5,5,5,2023-07-12,"The best day in / day out fine dining restaurant in Bellevue.

A credit to the history of Carmines"
LisaO,5,5,5,5,2023-07-11,"Exceptionally delicious meal.  Perfect cocktails.  Excellent wine.  Wonderful service.  Perfect place for a special occasion, romantic dinner, or to gather with friends."
MidoriS,5,5,5,5,2023-07-11,Always a great dinner with great service!  Our go to place for any occasion!
Flosser,5,5,5,5,2023-07-11,"Carmine's does not disappoint.  Whether you are there for a special occasion or dinner with friends, your dinner is exceptional."
OpenTable Diner,1,1,2,1,2023-07-11,"My recent anniversary celebration at Carmine’s was a disappointing experience.
First and foremost, despite making an reservation and mentioning our anniversary, we were assigned a table that was located right next to the corner of a busy street during the rush hour. The noise from passing cars, pedestrians, and the smell of gas made it impossible to enjoy my meal. When I requested a different table, the host said all tables are reserved and this table has more privacy. Seriously???? There were plenty of empty tables throughout our entire dinner, which made the seating situation even more frustrating.
The quality of the food was underwhelming. It appeared as though I was served leftovers rather than freshly prepared dishes. The bread was hard and dry. A lot of online reviews had praised complimentary anniversary or birthday dessert, but we left without any such dessert. Honestly, based on my experience, I can’t recommend this overrated & overpriced restaurant to anyone."
JenniferE,5,5,5,5,2023-07-08,"Loved the food, atmosphere and service.  Great experience!  Thank you!"
JayLeeC,5,5,5,5,2023-07-07,"Always a delightful experience. The service, food, and atmosphere are top-notch. We ordered the Harrelson steak and crab cakes and I'm dreaming of the next time I can go back and order again! The new bread pudding is not to be missed, we licked the plate clean. Such a special place to eat for any occasion."
LauraB,5,5,4,4,2023-07-07,Pricy but AMAZING!! We really enjoyed this place & highly recommend for special occasions.
Nino,5,5,5,5,2023-07-07,Wonderful place to spend time with friends and family❤️❤️❤️❤️❤️❤️❤️
OpenTable Diner,5,5,5,5,2023-07-06,"Celebrated our Anniversary. Glad we came here, best experience we’ve had."
ShellyL,5,5,5,5,2023-06-29,Excellent service and fantastic food.  Service in the bar area always above and beyond.
Yotedigo,5,5,5,5,2023-06-28,The service and food was excellent. The level of noise inside was high and I asked to move our party outside. One more remark: my Italian friend found 6/7 spelling mistakes in the menu. At this level of restaurant we expect a error free menu! Absolutely recommended!
GoodDiningPdx,4,5,5,4,2023-06-28,Gear staff and food. Loud environment for meaningful conversation
PhillipL,5,5,3,5,2023-06-24,"Love the ambience! ￼
Out of town guests thought the food was amazing!!  Favorite Italian place in seattle!"
MichaelH,5,5,5,5,2023-06-24,"We had antipasto assortito and crabcakes for appetizers, both were delicate yet tasty and wonderful. My wife had gamberoni proviciale (sauteed prawns) as her main dish and I had the Australian ""Tomahawk"" Wagyu steak. The prawns were excellent and the steak was a unique experience of texture and taste, the beef version of premium ""toro tuna"". I appreciate the staff and chef's talent to deliver this experience.

Service by Paulo was exceptional. He knew the menu, made excellent suggestions including a nicely paired wine, and arranged the timing and plating of dishes perfectly. Other staff were also attentive but not intrusive, keeping my ice water glass full and the meal appropriately flowing.

This was truly a special dinner and very close to a ""perfect dining experience"". Thank you, Carmine's!"
EricP,5,5,5,5,2023-06-22,fabulous dinner - but you pay for it!  Very strongly recommended
foodluver,5,4,5,5,2023-06-15,"We celebrated our anniversary at Carmine's this year! The service was wonderful, all the staff were so diligent. The food was amazing and dessert was even better!"
JulieR,5,5,5,5,2023-06-15,"food is great service is terrific and friendly also] you eat at the bar but a reservation
helps a lot"
RahulG,5,5,4,5,2023-06-14,Fantastic place for work lunches and family dinners!
Critic,2,2,4,2,2023-06-14,"At a place like this, I feel like they should be able to cook your salmon the way you ask them to. I asked for medium rare, toward rare, and got well done. My pasta was stuck together. I do a better job at home. We waited at least 45 minutes for our food. Maybe don't overcook it and then it can come out sooner?
The restaurant was so loud that I had to shout to be heard by the person next to me. 
The server was friendly and helpful."
JohnH,3,5,5,2,2023-06-14,"Service was fantastic, food was good, but way too loud for conversation. Giant echo chamber and you have to shout to be heard across the table. Appropriate for a bar maybe, but not a restaurant. They need to add some noise absorbing panels to reduce the noise to a manageable level."
